date;Anemone larvae;Total medusae;Total Siphonophore;Polychaete larvae unidentified;Tomopteris helgolandica;Bryozoa cyphonautes larvae;Gastropod larvae;Limacina retroversa;Bivalvia;Clione;Cephalopoda larvae;Total Echinodermata;Tornaria larvae (Hemichordata) ;Branchiostoma (Cephalochordata) ;Ascidian tadpole;Doliolida;Appendicularia;Total Fish Eggs;Fish larvae ;Cirripede nauplii;Cirripede cyprid;Evadne spp.;Podon spp.;Isopoda;Gammariida;Hyperiida;Cumacea;Mysida;Euphausiid nauplii;Euphausiid calyptopis;Euphausiid furcilia;Euphausiid adult;Total Decapoda;Metridia lucens;Total Acartia clausi;Candacia armata;Centropages chierchiae;Centropages hamatus;Total Centropages typicus ;Isias clavipes;Anomalocera patersoni;Parapontella brevicornis;Labidocera wollastoni;Total Temora longicornis;Temora stylifera;Calanoides carinatus;Total Calanus helgolandicus;Calocalanus spp.;Total Clausocalanus spp. (Calculated);Total Ctenocalanus vanus (Calculated);Total Paracalanus parvus (Calculated);Total Pseudocalanus elongatus (Calculated);Subeucalanus spp.;Microcalanus spp.;Diaixis hibernica;Paraeuchaeta hebes;Scolecithricella spp.;Oithona spp.;Oncaea spp.;Ditrichocorycaeus anglicus;Microsetella sp;Euterpina acutifrons;Goniopsyllus clausi;Harpacticoid unidentified;Siphonostomatoida;Copepod nauplii
2010-08-16;0;103.410526315789;252.631578947368;4.37894736842105;0.673684210526316;5.72631578947368;25.2631578947368;0;28.6315789473684;0;0;101.726315789474;0;0;0;0.336842105263158;10.1052631578947;2.02105263157895;0.673684210526316;0;0;0;1.68421052631579;0;2.02105263157895;0;0;0;0;0.336842105263158;0.336842105263158;0;7.07368421052631;1.01052631578947;550.736842105263;0;0;0;35.3684210526316;0;0;0;0;303.157894736842;0;0;155.621052631579;0;13.1899026563273;0;527.596106253093;581.235043722158;0.336842105263158;0;0;0;0;1268.21052631579;222.315789473684;30.3157894736842;0;40.4210526315789;0;0;0;90.9473684210526
2010-09-02;0;20.7157894736842;454.736842105263;10.1052631578947;0.168421052631579;5.05263157894737;15.1578947368421;5.05263157894737;20.2105263157895;0;0;91.9578947368421;0;0;0;0;60.6315789473684;5.05263157894737;5.05263157894737;25.2631578947368;0;0;20.2105263157895;0;0.842105263157895;0;0;0;0;0;0.168421052631579;0;6.73684210526316;0;121.263157894737;0;0;0;36.0421052631579;0;0;0;0;126.315789473684;0;0;62.6526315789474;0;3.10888697152718;15.5444348576359;716.598446937015;212.958757549612;1.68421052631579;0;0;0;0;247.578947368421;101.052631578947;161.684210526316;0;101.052631578947;0;0;0;303.157894736842
2010-09-06;0;22.4842105263158;570.947368421053;93.4736842105263;0.336842105263158;11.3684210526316;106.105263157895;38.5684210526316;79.5789473684211;0;0;462.652631578947;0;0;0;0;171.789473684211;1.01052631578947;0.842105263157895;10.1052631578947;0;0;35.3684210526316;0;0.842105263157895;0;0;0;0;0.336842105263158;0.673684210526316;0;27.4526315789474;0;35.3684210526316;0;0;0;44.8;0;0;0;0;275.789473684211;0;0;105.768421052632;0;0;0;657.554412346656;112.971903442818;1.01052631578947;0;0;0;0;87.1578947368421;41.6842105263158;1548.63157894737;0;313.263157894737;0;0;0;133.894736842105
2010-09-13;0;79.9157894736842;413.052631578947;70.7368421052632;0.336842105263158;1.01052631578947;27.7894736842105;34.1052631578947;88.4210526315789;5.05263157894737;0;65.4315789473684;0;0;0;0;17.6842105263158;0.505263157894737;0.505263157894737;58.1052631578947;0.673684210526316;0;34.1052631578947;0;3.36842105263158;0;0;0;0;0;0;0;19.2;0;123.789473684211;0;0;0;2.44210526315789;0;0;0;0;112.421052631579;0;0;118.484210526316;0;14.203182374541;17.7539779681763;532.619339045288;656.897184822521;3.03157894736842;0;0;0;0;108.631578947368;466.105263157895;477.473684210526;0;275.368421052632;0;0;0;48
2010-09-20;0.168421052631579;56.4210526315789;202.105263157895;31.5789473684211;0;1.17894736842105;31.5789473684211;31.5789473684211;75.7894736842105;0;0;354.694736842105;0;0;0;0;94.7368421052632;0.505263157894737;1.17894736842105;56.8421052631579;0;0;1.51578947368421;0;2.86315789473684;0;0;0;0;0;0;0;12.8;0;75.7894736842105;0;0;0;2.18947368421053;0;0;0;0;18.9473684210526;0;0;17.8526315789474;0;50.1376518218623;0;869.052631578947;167.125506072874;2.86315789473684;0;0;0.168421052631579;0;176.842105263158;315.789473684211;101.052631578947;0;277.894736842105;0;0;0;82.1052631578947
2010-09-27;0;223.494736842105;218.526315789474;10.4421052631579;0;5.05263157894737;37.8947368421053;22.7368421052632;45.4736842105263;0;0;22.3157894736842;0;0.0421052631578947;0;0;99.7894736842105;0;0.336842105263158;0;0;11.4526315789474;2.02105263157895;0;4.88421052631579;0.168421052631579;0;0;0;0;0;0;3.87368421052632;0;31.5789473684211;0;0;0;56.8421052631579;15.1578947368421;0;0;0;15.1578947368421;0;0;46.821052631579;0;281.079442941858;0;941.289297293665;142.936522922371;5.05263157894737;0;0;0.336842105263158;0;127.578947368421;336;127.578947368421;0;21.4736842105263;5.05263157894737;0;0;97.2631578947368
2010-10-04;0;220.8;181.136842105263;24;0;0;80.8421052631579;20.2105263157895;65.6842105263158;0;0;26.5263157894737;0;0;0;0;94.7368421052632;4.71578947368421;2.02105263157895;59.3684210526316;0;13.3052631578947;2.69473684210526;12.6315789473684;2.69473684210526;0;0;0;0;0;0;0;23.0736842105263;0;35.3684210526316;0;0;0;26.7789473684211;0;0;0;0;23.4105263157895;0;0;95.9157894736842;0;242.886108714409;173.490077653149;1650.63416738568;351.937014667817;4.37894736842105;0;0;0;0;185.684210526316;903.157894736842;373.894736842105;0;101.052631578947;5.05263157894737;0;0;45.4736842105263
2010-10-13;0;130.694736842105;305.936842105263;14.6526315789474;0;0;6.82105263157895;0.715789473684211;8.37894736842105;0;0;69.4736842105263;0;0;0;0;31.5789473684211;0.336842105263158;3.74736842105263;50.5263157894737;0;0;7.32631578947368;0;8.42105263157895;0;0;0.336842105263158;0;0;0;0;8.75789473684211;0;25.6;1.01052631578947;0;0;38.7368421052632;0;0;0;0;44.2105263157895;0;0;144.673684210526;0;369.924812030075;36.9924812030075;1202.25563909774;203.458646616541;26.0210526315789;0;0;0.336842105263158;0;107.368421052632;663.157894736842;303.157894736842;1.89473684210526;138.947368421053;6.65263157894737;0;0;37.8947368421053
2010-10-18;0;336.252631578947;127.831578947369;6.48421052631579;0;0.168421052631579;50.5263157894737;37.8947368421053;132.631578947368;0;0;0;0;0;0;0;25.2631578947368;2.35789473684211;0;0;0;0;0;6.31578947368421;56.8421052631579;0;0;0.336842105263158;0;0;0;0;3.70526315789474;0;18.9473684210526;0;0;0;18.9473684210526;0;0;0;0;12.9684210526316;0;0;54.2315789473684;0;251.829573934837;41.9715956558062;1448.02005012531;241.336675020886;1.85263157894737;0;0;0;0;37.8947368421053;517.894736842105;480;0;151.578947368421;0.168421052631579;0;0;44.2105263157895
2010-10-25;0;244.463157894737;65.3473684210526;1.01052631578947;0;6.31578947368421;45.4736842105263;16.4210526315789;56.8421052631579;0;0;6.31578947368421;0;0;0;0;0.673684210526316;2.69473684210526;5.05263157894737;0.168421052631579;0;0;0;0.336842105263158;7.07368421052632;0;0;0.168421052631579;0;0;0;0;1.34736842105263;0;21.0526315789474;0;0;0;12.2947368421053;0;0;0;0;8.25263157894737;0;0;17.4315789473684;0;166.637829728716;78.4178022252782;927.943992999125;202.579322415302;0.336842105263158;0;0;0;0;65.6842105263158;613.894736842105;255.157894736842;5.05263157894737;112.421052631579;0.842105263157895;0;0;6.31578947368421
2010-11-01;0;573.642105263158;136.842105263158;5.38947368421053;0;10.1052631578947;5.05263157894737;0;45.4736842105263;0;0;1.34736842105263;0;0.168421052631579;0;0;5.72631578947368;2.52631578947368;0.336842105263158;10.1052631578947;0;0;0;5.22105263157895;1.68421052631579;0;0;0;0;0;0;0;5.22105263157895;0;60.6315789473684;0;0;0;45.978947368421;10.1052631578947;0;0;0;8.25263157894737;0;0;7.57894736842105;0;254.460980036298;110.635208711434;763.382940108893;154.889292196007;6.23157894736842;0;0;0;0;217.263157894737;560.842105263158;237.473684210526;5.05263157894737;40.4210526315789;0;0;0;30.3157894736842
2010-11-10;0;184;5.13684210526316;34.1894736842105;0;0.168421052631579;18.9473684210526;0;25.1789473684211;0;0;0.842105263157895;0;0;0;0;1.34736842105263;3.53684210526316;0.336842105263158;6.31578947368421;0;0.168421052631579;0;0.168421052631579;2.69473684210526;0;0;0.168421052631579;0;0;0;0;8.75789473684211;0;31.5789473684211;0;0;0;18.9473684210526;0;0;0;0;18.9473684210526;0;0;0.842105263157895;0;384.360902255639;128.12030075188;1101.83458646617;179.368421052632;0.842105263157895;0;0;0;0;94.7368421052632;764.210526315789;410.526315789474;6.48421052631579;18.9473684210526;6.82105263157895;0;0;6.31578947368421
2010-11-16;0;113.936842105263;31.3263157894737;12.6315789473684;0;6.31578947368421;6.48421052631579;0.336842105263158;2.02105263157895;0;0;0;0;0;0;0;0;0.336842105263158;0;0;0;0;0;12.6315789473684;0.505263157894737;0;0;0;0;0;0;0;4.04210526315789;0;25.2631578947368;0;0;0;12.8;0;0;0;0;13.4736842105263;0;0;5.55789473684211;0;224.376731301939;149.584487534626;635.734072022161;411.357340720222;0.505263157894737;0;0;0;0;170.526315789474;896.842105263158;328.421052631579;0;37.8947368421053;12.6315789473684;0;0;0.168421052631579
2010-11-22;0;76.0421052631579;43.3684210526316;3.36842105263158;0;26.5263157894737;0.168421052631579;0;6.23157894736842;0;0;0;0;0;0;0;0;0.168421052631579;0;0.336842105263158;0;0;0;0.505263157894737;1.17894736842105;0;0;0.168421052631579;0;0.336842105263158;0;0;0.505263157894737;0;16.4210526315789;0;0;0;5.05263157894737;0;0;0;0;29.978947368421;0;0;6.4;0;61.0494296577947;16.0656393836302;427.346007604563;340.59155493296;0.168421052631579;0;0;0;0;56.8421052631579;934.736842105263;185.684210526316;0.168421052631579;82.1052631578947;0.168421052631579;0;0;0
2010-11-30;0;20.5473684210526;15.8315789473684;15.1578947368421;0;15.1578947368421;0;0;20.2105263157895;0;0;0;0;0;0;0;0.336842105263158;0.168421052631579;0.168421052631579;5.05263157894737;0.168421052631579;0;0;5.05263157894737;0;0;0;0;0;0.168421052631579;0;0;2.02105263157895;0;0.168421052631579;0;0;0;0.673684210526316;0;0;0;0;15.1578947368421;0;0;4.04210526315789;0;116.412631578947;29.1031578947368;494.753684210526;87.3094736842105;0.168421052631579;0;0;0;0;131.368421052632;1040.84210526316;161.684210526316;0;45.4736842105263;5.05263157894737;0;0;0
2010-12-06;0;40.4210526315789;30.3157894736842;5.05263157894737;0;15.1578947368421;0;0;10.1052631578947;0;0;0;0;0;0;0;0;0.168421052631579;0;0;0;0;0;0;0.168421052631579;0;0;0.168421052631579;0;0;0;0;5.5578947368421;0;5.05263157894737;0;0;0;5.05263157894737;0;0;0;0;20.2105263157895;0;0;2.52631578947368;0;198.218623481781;74.331983805668;842.429149797571;173.441295546559;5.22105263157895;0;0;0;0;181.894736842105;960;192;0;20.2105263157895;0;0;0;0
2010-12-13;0;15.3263157894737;4.21052631578947;35.3684210526316;0;20.2105263157895;0;0;40.4210526315789;0;0;0;0;0;0;0;15.8315789473684;0.168421052631579;0.336842105263158;15.1578947368421;0;0;0;5.05263157894737;3.70526315789474;0;0;0;0;0;0;0;1.17894736842105;0;0.673684210526316;0;0;0;1.51578947368421;0;0;0;0;26.4421052631579;0;0;3.2;0;77.9274698373842;58.6066095471236;289.812904353908;155.210910998426;0;0;0;0;0;131.368421052632;853.894736842105;121.263157894737;0.336842105263158;35.3684210526316;0.168421052631579;0;0;15.1578947368421
2010-12-21;0;35.5368421052632;3.70526315789474;15.1578947368421;0;15.1578947368421;0;5.22105263157895;55.5789473684211;0;0;0;0;0;0;0;6.23157894736842;0.336842105263158;0.505263157894737;0;0;1.17894736842105;0;0;2.52631578947368;0;0;0;0;0;0;0;1.34736842105263;0;0.673684210526316;0;0;0;0.842105263157895;0;0;0;0;20.8842105263158;0;0;1.17894736842105;0;93.8658095620731;13.4094013660104;205.16384089996;214.550421856167;1.01052631578947;0;0;0;0;131.368421052632;1131.78947368421;111.157894736842;0.336842105263158;40.4210526315789;0;0;0;10.1052631578947
2011-01-06;0;40.7578947368421;1.68421052631579;0.926315789473684;0;30.3157894736842;0.0842105263157895;0;85.8947368421053;0;0;0.168421052631579;0;0;0;0;0.926315789473684;0.757894736842105;2.18947368421053;0;0;0;0;0.168421052631579;2.18947368421053;0.0842105263157895;0;0.0842105263157895;0;0;0.168421052631579;0;1.26315789473684;0;5.30526315789474;0;0;0;10.9473684210526;0;0;0;0;15.4947368421053;0;0;26.7789473684211;0;175.650575583874;94.806272206168;108.092661897769;121.82943768061;0.505263157894737;0;0;0;0;156.631578947368;949.894736842105;80.8421052631579;0.0842105263157895;35.3684210526316;5.30526315789474;0;0;5.05263157894737
2011-01-17;0;6.23157894736842;2.35789473684211;10.1052631578947;0;5.05263157894737;0;0;65.6842105263158;0;0;0;0;0;0;0;0.505263157894737;0.505263157894737;0.0842105263157895;0.0842105263157895;0;0;0;0.168421052631579;0;0;0;0.168421052631579;0;0;0;0;1.6;0;0.168421052631579;0;0;0;5.38947368421053;0;0;0;0;11.3684210526316;0;0;18.4421052631579;0;72.9824561403509;29.1929824561403;116.771929824561;306.526315789474;0;0;0;0;0;136.421052631579;1020.63157894737;30.3157894736842;0;15.1578947368421;0;0;0;15.1578947368421
2011-01-25;0;2.52631578947368;2.27368421052632;20.2105263157895;0;10.2736842105263;0.252631578947368;0;90.9473684210526;0;0;0;0;0;0;0;0.252631578947368;5.13684210526316;0.168421052631579;0;0;0;0;0.336842105263158;0.0842105263157895;0;0;0;0;0;0;0;2.18947368421053;0;10.1052631578947;0;0;0;16.0842105263158;0;0;0;0;28.7157894736842;0;0;4.88421052631579;0;91.7501507071644;114.498121956875;22.7479712497102;115.256387665198;0.842105263157895;0;0;0;0;227.368421052632;833.684210526316;60.6315789473684;0.421052631578947;6.90526315789474;1.51578947368421;0;0;20.2105263157895
2011-01-25;0;2.18947368421053;0.842105263157895;10.1052631578947;0;15.1578947368421;0;0;60.6315789473684;0;0;0;0;0;0;0;0.168421052631579;6.90526315789474;0.168421052631579;0;0;0;0;0.168421052631579;0;0;0;0;0;0;0;0;1.85263157894737;0;0.842105263157895;0;0;0;2.02105263157895;0;0;0;0;13.3052631578947;0;0;5.5578947368421;0;43.9165087488761;42.9821149457086;14.9503008506812;253.687917559997;0.336842105263158;0;0;0;0;252.631578947368;707.368421052632;50.5263157894737;0;21.0526315789474;1.01052631578947;0;0;45.4736842105263
2011-01-31;0;2.02105263157895;1.85263157894737;32.8421052631579;0;10.1052631578947;0.168421052631579;2.52631578947368;58.1052631578947;0;0;0;0;0;0;0;15.1578947368421;3.78947368421053;0.421052631578947;0;0;2.52631578947368;0;0;0;0;0;0.168421052631579;0;0;0;0;1.68421052631579;0;0.252631578947368;0;0;0;0.168421052631579;0;0;0;0;2.02105263157895;0;0;11.2;0;75.4482691465018;94.3103364331272;0;509.904552315108;0.0842105263157895;0;0;0;0;282.947368421053;520.421052631579;55.5789473684211;2.52631578947368;15.1578947368421;5.30526315789474;0;0;27.7894736842105
2011-02-08;0;0.842105263157895;1.34736842105263;10.9473684210526;0;60.6315789473684;0;0;106.105263157895;0;0;0;0;0;0;0;15.1578947368421;21.2210526315789;2.69473684210526;0;0;0;0.168421052631579;0.336842105263158;0;0;0;0;0;0;0;0;6.23157894736842;0;11.2842105263158;0;0;0;1.34736842105263;0;0;0;0;45.1368421052632;0;0;3.87368421052632;0;149.333333333333;12.4444444444444;87.1111111111111;423.111111111111;0;0;0;0;0;434.526315789474;965.052631578947;126.315789473684;0;35.3684210526316;0.168421052631579;0;0;80.8421052631579
2011-02-14;0;0.505263157894737;0.842105263157895;18.406015037594;0;18.0451127819549;0;0;48.3609022556391;0;0;0;0;0;0;0;64.2406015037594;9.93684210526316;2.69473684210526;0;0;0;0;0.168421052631579;0;0;0;0;0;0;0;0;4.37894736842105;0;0.673684210526316;0;0;0;1.34736842105263;0;0;0;0;39.987969924812;0;0;26.1052631578947;0;66.1445220862709;12.8614348501082;60.6324785790817;302.611188544689;0.336842105263158;0;0;0;0;426.586466165414;646.736842105263;19.8496240601504;0;21.2932330827068;0;0;0;23.4586466165414
2011-02-22;5.05263157894737;2.02105263157895;0.336842105263158;22.7368421052632;0;85.8947368421053;10.1052631578947;12.6315789473684;12.6315789473684;0;0;0.168421052631579;0;0;0;0;80.8421052631579;17.1789473684211;4.37894736842105;0;0;0;0.168421052631579;0.336842105263158;0;0;0;0;0;0;0;0;3.87368421052632;0;55.5789473684211;0;0;0;1.17894736842105;0;0;0;0;20.2105263157895;0;0;10.4421052631579;0;14.4439418416801;34.2093359408214;11.4031119802738;410.512031289856;0;0;0;0;0;472.421052631579;315.789473684211;65.6842105263158;0;55.5789473684211;0.168421052631579;0;0;22.7368421052632
2011-02-28;17.6842105263158;3.2;0.168421052631579;32.8421052631579;0;151.578947368421;0;40.4210526315789;40.4210526315789;0;0;27.7894736842105;0;0;0;0;58.1052631578947;12.1263157894737;4.21052631578947;30.3157894736842;0;0;0.168421052631579;2.52631578947368;0;0;0;0;0;0;0;0;5.72631578947369;0;10.1052631578947;0;0;0;0.336842105263158;0;0;0;0;55.9157894736842;0;0;10.7789473684211;0;12.3656509695291;0;37.0969529085873;420.432132963989;0;0;0;0;0;954.947368421053;919.578947368421;70.7368421052632;0;37.8947368421053;7.57894736842105;0;0;25.2631578947368
2011-03-07;20.2105263157895;3.2;0.336842105263158;65.6842105263158;0;108.631578947368;10.1052631578947;35.3684210526316;50.5263157894737;0;0;36.8842105263158;0;0;0;0;65.6842105263158;13.8105263157895;2.18947368421053;58.1052631578947;0.336842105263158;0;0.168421052631579;2.52631578947368;0;0.168421052631579;0;0;0;0;0;0;15.4947368421053;0.168421052631579;33.6842105263158;0;0;0;0.336842105263158;0;0;0.168421052631579;0;35.8736842105263;0;0;33.6842105263158;0;2.74019562179786;0;102.75733581742;513.786679087098;0;0;0;0;0;616.421052631579;621.473684210526;85.8947368421053;0;37.8947368421053;0;0;0;80.8421052631579
2011-03-14;20.2105263157895;1.34736842105263;0;106.105263157895;0;156.631578947368;5.05263157894737;35.3684210526316;30.3157894736842;0;0;106.105263157895;0.505263157894737;0;0;0;267.789473684211;3.70526315789474;4.21052631578947;1566.31578947368;0;5.05263157894737;0.842105263157895;0;0;0;0;0;0;0;0;0;6.73684210526316;0;66.8631578947368;0;0;0.168421052631579;0.842105263157895;0;0;0.336842105263158;0;252.631578947368;0;0;12.9684210526316;0;0;0;33.2776769509982;931.774954627949;0;0;0;0;0;929.684210526316;576;136.421052631579;0;40.4210526315789;0;0;0;20.2105263157895
2011-03-22;12.6315789473684;2.02105263157895;0;227.368421052632;0;50.5263157894737;30.3157894736842;10.1052631578947;70.7368421052632;0;0;101.052631578947;0;0;0;0;318.315789473684;2.52631578947368;2.02105263157895;1783.57894736842;0;10.1052631578947;10.1052631578947;0;0;0.168421052631579;0;0;0;0;0;0;6.94736842105263;0;20.8842105263158;0;0;0;1.51578947368421;0;0;0.168421052631579;0;227.368421052632;0;0;20.8842105263158;0;29.3274996782911;0;0;770.335658216446;0;0;0;0;0;1308.63157894737;389.052631578947;111.157894736842;25.2631578947368;70.7368421052632;40.4210526315789;0;0;50.5263157894737
2011-03-28;8.75789473684211;11.7894736842105;0;117.894736842105;0;58.9473684210526;0;8.42105263157895;42.1052631578947;0;0;103.073684210526;0;0;0;0;800;20.8842105263158;7.41052631578947;1928.42105263158;17.5157894736842;92.6315789473684;50.5263157894737;0;0;0;0;0;0;0.673684210526316;0.673684210526316;0;19.5368421052632;0;210.526315789474;0;0;0;20.8842105263158;0;0;0;0;1414.73684210526;0;0;82.5263157894737;0;37.8947368421053;0;56.8421052631579;1421.05263157895;0;0;0;0;0;1229.47368421053;336.842105263158;269.473684210526;0;84.2105263157895;0;0;0;16.8421052631579
2011-04-06;1.01052631578947;12.8;0;42.1052631578947;0;50.5263157894737;25.2631578947368;0;1.34736842105263;0;0;92.6315789473684;0;0;0;0;218.947368421053;14.1473684210526;1.68421052631579;926.315789473684;92.6315789473684;429.473684210526;32.6736842105263;0;0;0;0;0;0;0;0;0;15.1578947368421;0;244.210526315789;0.336842105263158;0;0.336842105263158;15.4947368421053;0;0;0;0;597.894736842105;0;0;51.5368421052632;0;0;0;0;564.210526315789;0;0;0;0;0;1288.42105263158;160;109.473684210526;0;109.473684210526;0;0;0;25.2631578947368
2011-04-11;0.336842105263158;19.3684210526316;0;64;0;8.42105263157895;10.1052631578947;12.6315789473684;8.42105263157895;0;0;50.5263157894737;0;0;0;0;357.894736842105;6.90526315789474;7.41052631578947;1076.21052631579;357.052631578947;407.578947368421;32.8421052631579;0;0;0;0;0;0;0;0;0;25.7684210526316;0;104.421052631579;0.336842105263158;0;0.336842105263158;33.8526315789474;0.673684210526316;0;0;0;572.631578947368;0;0;23.2421052631579;0;46.6238767650834;25.9021537583797;134.691199543574;748.572243617173;0;0;0;0;0;880;544.842105263158;171.789473684211;0;48.8421052631579;10.1052631578947;0;0;22.7368421052632
2011-04-18;1.01052631578947;13.4736842105263;1.01052631578947;33.6842105263158;0;0;0;16.8421052631579;0;0;0;227.705263157895;0;0;0;0.336842105263158;1204.21052631579;13.8105263157895;6.73684210526316;1069.47368421053;530.526315789474;2240;134.736842105263;0;0;0;0;0;0;0;0;0;24.8842105263158;0;160;0;0;0;43.1157894736842;0;0;0;0;976.842105263158;0;0;71.0736842105263;0;24.1148325358852;48.2296650717703;120.574162679426;868.133971291866;0;0;0;0;0;749.473684210526;446.315789473684;235.789473684211;0;84.2105263157895;25.2631578947368;0;0;109.473684210526
2011-04-26;0.505263157894737;12.8;10.7789473684211;21.8947368421053;0;13.4736842105263;4.21052631578947;5.05263157894737;0;0;0;7.41052631578947;0;0;0;0;207.157894736842;2.52631578947368;0.336842105263158;9.26315789473684;17.6842105263158;109.473684210526;102.736842105263;0.168421052631579;0;0;0;0;0;0;0;0;10.7789473684211;0;117.052631578947;0;0;0.168421052631579;16;0;0;0;0.168421052631579;106.947368421053;0;0;31.1578947368421;0;0.877236034872457;17.5447206974491;21.9309008718114;150.299773974814;0;0;0;0;0;131.368421052632;55.5789473684211;96;0;9.26315789473684;0.168421052631579;0;0;10.1052631578947
2011-05-11;0;6.06315789473684;0.673684210526316;5.38947368421053;0;0.673684210526316;0;0;0;0;0;1.34736842105263;0;0;0;0.336842105263158;122.105263157895;4.71578947368421;1.01052631578947;5.05263157894737;5.05263157894737;103.578947368421;1.68421052631579;0;0;0;0;0;0;0;0;0;11.2842105263158;0;510.315789473684;0;0;10.1052631578947;106.947368421053;4.21052631578947;0;0;0;854.736842105263;0;0;64.8421052631579;0;0;0;532.969179706022;604.715030820294;0;0;0;4.21052631578947;0.126315789473684;493.473684210526;84.2105263157895;37.8947368421053;0;4.21052631578947;0;0;0;0
2011-05-16;0;2.18947368421053;5.55789473684211;5.05263157894737;0;1.01052631578947;0;0.336842105263158;0;0;0;0.336842105263158;0;0;0;0;277.894736842105;5.22105263157895;0.168421052631579;15.1578947368421;0.336842105263158;35.3684210526316;2.35789473684211;0;0;0;0;0;0;0;0;0;5.72631578947368;0;80.8421052631579;0;0;1.85263157894737;45.8105263157895;0;0;0;0;687.157894736842;0;0;33.3052631578947;0;0;0;95.0692520775623;233.351800554017;0;0;0;0;0;85.8947368421053;45.4736842105263;15.1578947368421;0;5.05263157894737;0;0;0;0
2011-05-24;0;13.3052631578947;84.5473684210526;10.4421052631579;0;25.2631578947368;0;10.4421052631579;5.05263157894737;0;0;0;0;0;0;0;50.5263157894737;68.7157894736842;12.4631578947368;40.4210526315789;0.336842105263158;10.1052631578947;131.368421052632;0;0;0;0;0;0;0;0;0;20.7157894736842;0;414.315789473684;0.842105263157895;0;1.01052631578947;26.2736842105263;5.05263157894737;0;0;0;591.157894736842;0;0;25.5578947368421;0;9.6;0;201.6;844.8;0;0;0;0;0;828.631578947368;75.7894736842105;50.5263157894737;0;25.2631578947368;5.05263157894737;0;0;5.05263157894737
2011-06-01;0.168421052631579;62.4842105263158;142.989473684211;30.3157894736842;0;15.1578947368421;0;40.4210526315789;0;0;0;10.1052631578947;0;0;0;0;202.105263157895;2.18947368421053;0.505263157894737;5.05263157894737;20.2105263157895;0;27.9578947368421;0;0;0;0;0;0;0;0;0;9.76842105263158;0;323.368421052632;10.1052631578947;0;0;20.3789473684211;0;0;0;0;171.789473684211;0;0;25.4315789473684;0;0;0;64.3430969559344;496.667429359855;0;0;0;0;0;262.736842105263;15.1578947368421;35.3684210526316;0;90.9473684210526;0;0;0;45.4736842105263
2011-06-06;2.52631578947368;58.4421052631579;40.0842105263158;63.1578947368421;0.336842105263158;7.57894736842105;0;53.0526315789474;0;0;0;136.505263157895;0;0;0;0;245.052631578947;0.252631578947368;0.757894736842105;5.05263157894737;5.05263157894737;15.1578947368421;22.7368421052632;0;0;0;0;0.336842105263158;0;0;0;0;16.8421052631579;0.168421052631579;128.842105263158;0.842105263157895;0;0;2.52631578947368;0.168421052631579;0;0;0;65.6842105263158;0;0;19.3684210526316;0;0;0;29.6567505720824;197.711670480549;0;0;0;0;0;96;25.2631578947368;5.05263157894737;0;20.2105263157895;5.05263157894737;0;0;65.6842105263158
2011-06-14;0;76.1263157894737;52.0421052631579;55.5789473684211;0.168421052631579;5.89473684210526;0;10.1052631578947;0.168421052631579;0;0;156.968421052632;0;0;0;0;149.052631578947;3.03157894736842;1.17894736842105;0;0.168421052631579;0;75.7894736842105;0.168421052631579;0;0.168421052631579;0;0;0;0;0;0;20.0421052631579;0;85.8947368421053;0.505263157894737;0;0.168421052631579;0.505263157894737;0;0;0;0;75.7894736842105;0;0;22.4;0;0;0;6.60728744939271;165.182186234818;0;0;0;0;0;83.3684210526316;5.05263157894737;15.1578947368421;0;37.8947368421053;2.86315789473684;0.168421052631579;0;17.6842105263158
2011-06-20;0;202.947368421053;151.578947368421;96;1.51578947368421;5.22105263157895;15.1578947368421;25.2631578947368;5.09473684210526;0;0;419.873684210526;0;0;0;0;252.631578947368;1.01052631578947;3.03157894736842;25.2631578947368;0;0;60.6315789473684;5.05263157894737;6.56842105263158;0;0;0;0;0;0;0;18.021052631579;0;70.7368421052632;0.673684210526316;0;0;0.336842105263158;0;0;0;0;121.263157894737;0;0;119.578947368421;0;0;0;21.0083102493075;378.149584487535;0;0;0;0;0;363.789473684211;25.2631578947368;5.05263157894737;0;25.2631578947368;0;0;0;15.1578947368421
2011-06-27;0;101.389473684211;86.4;58.1052631578947;0.842105263157895;7.57894736842105;0;98.5263157894737;0.673684210526316;0;0;93.8105263157895;0;0;0;0;626.526315789474;10.6526315789474;0.505263157894737;2.86315789473684;0;0;5.22105263157895;0;0.505263157894737;0.168421052631579;0;0;0;0;0;0;28.4631578947368;0.336842105263158;30.6526315789474;0.673684210526316;0;0;0.505263157894737;0;0;0;0;32.8421052631579;0;0;46.4842105263158;0;0;0;0;136.757894736842;0;0;0;0;0;101.052631578947;20.2105263157895;20.2105263157895;0;48;0;0;0;42.9473684210526
2011-07-04;0;369.852631578947;284.631578947368;156.631578947368;0.336842105263158;45.4736842105263;10.1052631578947;50.5263157894737;10.1052631578947;0;0;144.842105263158;19.2;0;0;0;60.6315789473684;20.5473684210526;2.69473684210526;5.05263157894737;0;0;0.673684210526316;0;3.36842105263158;0;0;0;0;0;0;0;48.5052631578947;0.673684210526316;45.4736842105263;0.673684210526316;0;0;0;0;0;0;0;61.6421052631579;0;0;93.6421052631579;0;0;0;10.9136842105263;261.928421052632;0;0;0;0;0;116.210526315789;20.2105263157895;0.673684210526316;0;5.72631578947368;0;5.05263157894737;0;232.421052631579
